date(YYYY-MM-DD), time(UTC), lat(deg), lon(deg), scene_id, cldc, tau_liq, tau_ice, tile number, grid_latt and grid_lont index 1, grid_latt and grid_lont index 2,INVALID
2016-08-01, 06:00:00, -50.93, 283.45, 5, 0.00, 0.00, 0.00, 6, 2097, 327,1
2016-08-01, 06:00:00, 32.86, 33.39, 5, 0.00, 0.00, 0.00, 1, 2937, 3007,1
2016-08-01, 06:00:00, -27.51, 13.59, 5, 0.00, 0.00, 0.00, 1, 583, 2284,1
2016-08-01, 06:00:00, -38.07, 131.84, 5, 0.00, 0.06, 0.00, 4, 271, 3068,1
2016-08-01, 06:00:00, 60.29, 186.43, 5, 0.00, 0.00, 0.00, 3, 1820, 2458,1
2016-08-01, 06:00:00, 43.08, 36.13, 5, 0.00, 0.00, 0.00, 3, 291, 332,1
2016-08-01, 06:00:00, -24.04, 40.02, 5, 0.00, 0.05, 0.00, 2, 562, 201,1
2016-08-01, 06:00:00, 37.84, 330.22, 5, 0.00, 0.00, 0.00, 1, 2855, 915,1
2016-08-01, 06:00:00, -28.47, 269.61, 5, 0.00, 0.00, 0.00, 5, 1834, 2462,1
2016-08-01, 06:00:00, 29.12, 313.14, 5, 0.00, 0.18, 0.00, 1, 2678, 320,1
2016-08-01, 06:00:00, -77.30, 334.01, 6, 0.00, 0.00, 0.01, 6, 1916, 1427,4
2016-08-01, 06:00:00, -84.06, 148.43, 6, 0.00, 0.00, 0.01, 6, 1366, 1604,4
2016-08-01, 06:00:00, 74.39, 332.81, 6, 0.00, 0.00, 0.00, 3, 1682, 1071,4
2016-08-01, 06:00:00, 77.00, 330.26, 6, 0.00, 0.00, 0.00, 3, 1674, 1156,4
2016-08-01, 06:00:00, 68.47, 324.48, 6, 0.00, 0.00, 0.00, 3, 1835, 921,4
2016-08-01, 06:00:00, -72.31, 169.13, 6, 0.00, 0.00, 0.00, 6, 983, 1545,4
2016-08-01, 06:00:00, -72.31, 148.87, 6, 0.00, 0.00, 0.00, 6, 1019, 1739,4
2016-08-01, 06:00:00, -85.83, 242.14, 6, 0.00, 0.00, 0.00, 6, 1497, 1414,4
2016-08-01, 06:00:00, -76.67, 339.59, 6, 0.00, 0.00, 0.01, 6, 1944, 1461,4
2016-08-01, 06:00:00, 75.25, 334.31, 6, 0.00, 0.00, 0.00, 3, 1662, 1094,4
2016-08-01, 06:00:00, -29.96, 152.41, 11, 0.00, 0.00, 0.00, 4, 986, 2545,2
2016-08-01, 06:00:00, 19.50, 102.24, 11, 0.00, 0.00, 0.00, 2, 2196, 2239,2
2016-08-01, 06:00:00, -16.66, 296.75, 11, 0.00, 0.00, 0.00, 5, 2749, 2181,2
2016-08-01, 06:00:00, -7.89, 284.43, 11, 0.00, 0.00, 0.00, 5, 2312, 1804,2
2016-08-01, 06:00:00, -7.24, 295.30, 11, 0.00, 0.00, 0.00, 5, 2695, 1810,2
2016-08-01, 06:00:00, -17.53, 145.96, 11, 0.00, 0.00, 0.00, 4, 774, 2135,2
2016-08-01, 06:00:00, 49.74, 295.88, 11, 0.00, 0.00, 0.00, 3, 2664, 694,2
2016-08-01, 06:00:00, 37.32, 30.97, 11, 0.00, 0.00, 0.00, 3, 173, 12,2
2016-08-01, 06:00:00, 51.43, 276.55, 11, 0.00, 0.00, 0.00, 3, 2773, 1139,2
2016-08-01, 06:00:00, 44.42, 251.67, 11, 0.00, 0.00, 0.00, 5, 1279, 12,2
2016-08-01, 06:00:00, 22.03, 104.55, 12, 0.00, 0.00, 0.00, 2, 2297, 2316,2
2016-08-01, 06:00:00, -29.66, 29.72, 12, 0.00, 0.00, 0.00, 1, 333, 2862,2
2016-08-01, 06:00:00, -16.77, 293.97, 12, 0.00, 0.00, 0.00, 5, 2646, 2164,2
2016-08-01, 06:00:00, -6.81, 306.68, 12, 0.00, 0.00, 0.00, 1, 1248, 69,2
2016-08-01, 06:00:00, 33.80, 258.56, 12, 0.00, 0.00, 0.00, 5, 1492, 433,2
2016-08-01, 06:00:00, 49.14, 62.76, 12, 0.00, 0.00, 0.00, 3, 217, 1089,2
2016-08-01, 06:00:00, 39.47, 66.47, 12, 0.00, 0.00, 0.00, 2, 2883, 1116,2
2016-08-01, 06:00:00, 21.38, 105.28, 12, 0.00, 0.00, 0.00, 2, 2278, 2341,2
2016-08-01, 06:00:00, -8.59, 312.40, 12, 0.00, 0.00, 0.00, 1, 1202, 292,2
2016-08-01, 06:00:00, 41.41, 357.24, 12, 0.00, 0.00, 0.00, 1, 2937, 1760,2
2016-08-01, 06:00:00, 43.47, 66.41, 13, 0.00, 0.00, 0.00, 2, 3043, 1114,3
2016-08-01, 06:00:00, -25.55, 117.52, 13, 0.00, 0.00, 0.00, 2, 531, 2778,3
2016-08-01, 06:00:00, -25.51, 121.43, 13, 0.00, 0.00, 0.00, 2, 481, 2929,3
2016-08-01, 06:00:00, 66.19, 83.42, 13, 0.00, 0.00, 0.00, 3, 783, 1583,3
2016-08-01, 06:00:00, -25.89, 118.76, 13, 0.00, 0.00, 0.00, 2, 502, 2825,3
2016-08-01, 06:00:00, 43.80, 103.42, 13, 0.00, 0.00, 0.00, 3, 52, 2248,3
2016-08-01, 06:00:00, 44.65, 73.02, 13, 0.00, 0.00, 0.00, 2, 3067, 1321,3
2016-08-01, 06:00:00, -46.78, 288.64, 13, 0.00, 0.00, 0.00, 6, 2306, 219,3
2016-08-01, 06:00:00, 36.80, 57.55, 13, 0.00, 0.00, 0.00, 2, 2834, 827,3
2016-08-01, 06:00:00, -3.42, 319.20, 13, 0.00, 0.00, 0.01, 1, 1414, 541,3
2016-08-01, 06:00:00, 31.68, 61.26, 14, 0.00, 0.00, 0.00, 2, 2614, 949,3
2016-08-01, 06:00:00, 32.84, 40.67, 14, 0.00, 0.00, 0.00, 2, 2867, 226,3
2016-08-01, 06:00:00, 24.93, 356.59, 14, 0.00, 0.00, 0.00, 1, 2334, 1740,3
2016-08-01, 06:00:00, 13.53, 42.29, 14, 0.00, 0.00, 1.21, 2, 2065, 288,3
2016-08-01, 06:00:00, 20.45, 15.73, 14, 0.00, 0.00, 0.00, 1, 2247, 2356,3
2016-08-01, 06:00:00, 33.07, 37.81, 14, 0.00, 0.00, 0.00, 2, 2924, 114,3
2016-08-01, 06:00:00, 28.48, 20.71, 14, 0.00, 0.00, 0.00, 1, 2584, 2529,3
2016-08-01, 06:00:00, 31.14, 24.73, 14, 0.00, 0.00, 0.00, 1, 2733, 2674,3
2016-08-01, 06:00:00, 42.12, 57.88, 14, 0.00, 0.00, 0.00, 2, 3044, 838,3
2016-08-01, 06:00:00, 26.76, 9.08, 14, 0.00, 0.00, 0.00, 1, 2437, 2135,3
2016-08-01, 06:00:00, -6.27, 333.71, 15, 0.05, 0.82, 0.00, 1, 1335, 1028,1
2016-08-01, 06:00:00, -21.19, 8.86, 15, 0.04, 0.14, 0.00, 1, 833, 2128,1
2016-08-01, 06:00:00, -45.40, 219.17, 15, 0.07, 0.17, 0.00, 6, 469, 325,5
2016-08-01, 06:00:00, -8.37, 103.38, 15, 0.05, 0.17, 0.00, 2, 1255, 2277,1
2016-08-01, 06:00:00, 3.33, 152.56, 15, 0.01, 0.07, 0.00, 4, 991, 1429,1
2016-08-01, 06:00:00, 1.34, 311.56, 15, 0.01, 0.95, 0.00, 1, 1589, 260,1
2016-08-01, 06:00:00, -4.36, 48.53, 15, 0.04, 0.49, 0.00, 2, 1379, 517,1
2016-08-01, 06:00:00, 22.99, 316.77, 15, 0.07, 0.13, 0.00, 1, 2396, 454,5
2016-08-01, 06:00:00, 31.44, 200.32, 15, 0.05, 0.18, 0.00, 4, 2515, 378,1
2016-08-01, 06:00:00, 12.60, 143.19, 15, 0.10, 0.07, 0.00, 4, 680, 1099,5
2016-08-01, 06:00:00, -13.69, 220.05, 16, 0.07, 1.01, 0.00, 5, 202, 2088,5
2016-08-01, 06:00:00, -45.52, 320.11, 16, 0.05, 1.27, 0.00, 6, 2889, 705,1
2016-08-01, 06:00:00, -11.82, 197.71, 16, 0.02, 1.33, 0.00, 4, 2424, 1950,1
2016-08-01, 06:00:00, -24.39, 37.98, 16, 0.08, 1.29, 0.00, 2, 520, 121,5
2016-08-01, 06:00:00, -12.27, 199.04, 16, 0.08, 1.72, 0.00, 4, 2470, 1971,5
2016-08-01, 06:00:00, 22.36, 195.40, 16, 0.07, 1.28, 0.00, 4, 2345, 759,5
2016-08-01, 06:00:00, -12.79, 72.57, 16, 0.10, 1.18, 0.00, 2, 1136, 1307,5
2016-08-01, 06:00:00, 38.08, 147.46, 16, 0.00, 1.45, 0.00, 4, 824, 188,1
2016-08-01, 06:00:00, -7.34, 339.49, 16, 0.06, 1.25, 0.00, 1, 1306, 1211,5
2016-08-01, 06:00:00, -25.00, 280.06, 16, 0.10, 1.03, 0.00, 5, 2167, 2379,5
2016-08-01, 06:00:00, -21.97, 108.95, 17, 0.05, 4.48, 0.00, 2, 750, 2467,1
2016-08-01, 06:00:00, -9.17, 139.85, 17, 0.09, 3.06, 0.00, 4, 564, 1864,5
2016-08-01, 06:00:00, -25.16, 103.53, 17, 0.05, 3.73, 0.00, 2, 669, 2282,1
2016-08-01, 06:00:00, -20.12, 271.31, 17, 0.09, 2.95, 0.00, 5, 1887, 2181,5
2016-08-01, 06:00:00, 29.20, 224.13, 17, 0.06, 2.64, 0.00, 5, 357, 404,5
2016-08-01, 06:00:00, -42.41, 161.28, 17, 0.08, 3.41, 0.00, 4, 1267, 2981,5
2016-08-01, 06:00:00, 44.47, 205.81, 17, 0.07, 3.38, 0.00, 3, 2532, 2856,5
2016-08-01, 06:00:00, 28.98, 197.13, 17, 0.00, 2.57, 0.00, 4, 2404, 502,1
2016-08-01, 06:00:00, -22.25, 336.57, 17, 0.05, 3.68, 0.00, 1, 815, 1119,1
2016-08-01, 06:00:00, 38.95, 306.00, 17, 0.05, 3.12, 0.00, 3, 2899, 135,1
2016-08-01, 06:00:00, -30.73, 348.36, 18, 0.06, 6.89, 0.00, 1, 543, 1486,5
2016-08-01, 06:00:00, -24.18, 171.93, 18, 0.05, 6.82, 0.00, 4, 1596, 2304,1
2016-08-01, 06:00:00, -18.80, 225.57, 18, 0.05, 7.00, 0.00, 5, 410, 2245,1
2016-08-01, 06:00:00, 39.92, 209.11, 18, 0.05, 6.84, 0.00, 3, 2759, 2985,1
2016-08-01, 06:00:00, -23.43, 335.31, 18, 0.10, 5.77, 0.00, 1, 771, 1079,5
2016-08-01, 06:00:00, -21.68, 108.03, 18, 0.05, 6.58, 0.00, 2, 767, 2435,1
2016-08-01, 06:00:00, 6.33, 171.09, 18, 0.07, 5.99, 0.00, 4, 1570, 1341,5
2016-08-01, 06:00:00, -21.31, 107.07, 18, 0.05, 5.85, 0.00, 2, 787, 2402,1
2016-08-01, 06:00:00, -19.80, 275.48, 18, 0.09, 6.15, 0.00, 5, 2019, 2181,5
2016-08-01, 06:00:00, -18.36, 223.65, 18, 0.05, 5.62, 0.00, 5, 339, 2244,1
2016-08-01, 06:00:00, -23.34, 246.57, 19, 0.05, 8.91, 0.00, 5, 1119, 2295,1
2016-08-01, 06:00:00, -30.66, 169.37, 19, 0.05, 9.80, 0.00, 4, 1517, 2527,1
2016-08-01, 06:00:00, -10.85, 10.91, 19, 0.05, 8.98, 0.00, 1, 1177, 2195,1
2016-08-01, 06:00:00, -33.55, 43.25, 19, 0.05, 9.64, 0.00, 2, 215, 324,1
2016-08-01, 06:00:00, -12.12, 359.74, 19, 0.05, 7.85, 0.00, 1, 1155, 1838,1
2016-08-01, 06:00:00, 34.07, 340.96, 19, 0.05, 9.20, 0.00, 1, 2662, 1257,1
2016-08-01, 06:00:00, -18.53, 285.40, 19, 0.05, 8.85, 0.00, 5, 2345, 2177,1
2016-08-01, 06:00:00, 21.92, 222.50, 19, 0.07, 8.15, 0.00, 5, 296, 677,5
2016-08-01, 06:00:00, 29.84, 217.18, 19, 0.06, 9.39, 0.00, 5, 89, 276,5
2016-08-01, 06:00:00, -39.08, 104.13, 19, 0.04, 9.37, 0.00, 2, 135, 2302,1
2016-08-01, 06:00:00, -17.17, 274.72, 20, 0.05, 10.33, 0.00, 5, 1995, 2091,1
2016-08-01, 06:00:00, 23.05, 222.08, 20, 0.02, 10.36, 0.00, 5, 280, 627,1
2016-08-01, 06:00:00, -18.42, 274.47, 20, 0.05, 12.41, 0.00, 5, 1987, 2132,1
2016-08-01, 06:00:00, -7.35, 215.13, 20, 0.10, 11.76, 0.00, 5, 6, 1856,5
2016-08-01, 06:00:00, 33.69, 200.88, 20, 0.10, 12.24, 0.00, 4, 2535, 283,5
2016-08-01, 06:00:00, -29.14, 49.94, 20, 0.05, 12.39, 0.00, 2, 470, 567,1
2016-08-01, 06:00:00, 9.97, 308.16, 20, 0.05, 12.42, 0.00, 1, 1949, 128,1
2016-08-01, 06:00:00, -25.13, 245.24, 20, 0.05, 10.73, 0.00, 5, 1077, 2361,1
2016-08-01, 06:00:00, -16.33, 237.76, 20, 0.03, 11.77, 0.00, 5, 834, 2086,1
2016-08-01, 06:00:00, -15.28, 348.49, 20, 0.05, 11.11, 0.00, 1, 1060, 1490,1
2016-08-01, 06:00:00, -24.84, 256.84, 21, 0.05, 13.76, 0.00, 5, 1439, 2327,1
2016-08-01, 06:00:00, -28.87, 333.34, 21, 0.07, 13.93, 0.00, 1, 572, 1016,5
2016-08-01, 06:00:00, -18.54, 277.87, 21, 0.05, 13.51, 0.00, 5, 2096, 2146,1
2016-08-01, 06:00:00, -21.37, 334.59, 21, 0.05, 12.56, 0.00, 1, 839, 1056,1
2016-08-01, 06:00:00, -13.37, 4.35, 21, 0.05, 13.26, 0.00, 1, 1108, 1983,1
2016-08-01, 06:00:00, -1.73, 224.35, 21, 0.05, 14.92, 0.00, 5, 365, 1602,1
2016-08-01, 06:00:00, -11.52, 355.14, 21, 0.02, 14.11, 0.00, 1, 1178, 1695,1
2016-08-01, 06:00:00, -13.51, 267.37, 21, 0.05, 14.98, 0.00, 5, 1764, 1960,1
2016-08-01, 06:00:00, 35.52, 229.94, 21, 0.03, 14.76, 0.00, 5, 567, 219,1
2016-08-01, 06:00:00, 42.88, 312.86, 21, 0.05, 13.13, 0.00, 3, 2612, 175,1
2016-08-01, 06:00:00, -26.08, 246.47, 22, 0.05, 15.68, 0.00, 5, 1116, 2390,1
2016-08-01, 06:00:00, -22.10, 323.69, 22, 0.05, 17.50, 0.00, 1, 763, 697,1
2016-08-01, 06:00:00, -6.42, 212.74, 22, 0.05, 16.05, 0.00, 4, 2981, 1806,1
2016-08-01, 06:00:00, -8.62, 212.17, 22, 0.05, 15.94, 0.00, 4, 2958, 1895,1
2016-08-01, 06:00:00, -31.91, 246.38, 22, 0.06, 17.27, 0.00, 5, 1113, 2598,5
2016-08-01, 06:00:00, 25.61, 222.66, 22, 0.05, 17.31, 0.00, 5, 302, 531,1
2016-08-01, 06:00:00, 34.67, 227.91, 22, 0.05, 15.81, 0.00, 5, 495, 230,1
2016-08-01, 06:00:00, -25.72, 105.90, 22, 0.05, 15.97, 0.00, 2, 633, 2362,1
2016-08-01, 06:00:00, 37.33, 230.65, 22, 0.05, 15.18, 0.00, 5, 592, 154,1
2016-08-01, 06:00:00, -37.66, 14.31, 22, 0.05, 15.56, 0.00, 1, 190, 2308,1
2016-08-01, 06:00:00, -4.92, 327.19, 23, 0.01, 19.74, 0.00, 1, 1372, 815,1
2016-08-01, 06:00:00, -18.04, 269.45, 23, 0.05, 18.31, 0.00, 5, 1829, 2109,1
2016-08-01, 06:00:00, 16.70, 203.45, 23, 0.04, 17.91, 0.00, 4, 2627, 915,1
2016-08-01, 06:00:00, 23.90, 217.88, 23, 0.06, 19.93, 0.00, 5, 117, 539,5
2016-08-01, 06:00:00, -6.74, 328.51, 23, 0.05, 17.88, 0.00, 1, 1313, 859,1
2016-08-01, 06:00:00, -8.13, 212.84, 23, 0.05, 18.58, 0.00, 4, 2985, 1878,1
2016-08-01, 06:00:00, 32.23, 226.80, 23, 0.09, 19.27, 0.00, 5, 455, 315,5
2016-08-01, 06:00:00, 26.69, 326.11, 23, 0.05, 18.16, 0.00, 1, 2462, 779,1
2016-08-01, 06:00:00, -6.88, 229.48, 23, 0.05, 18.28, 0.00, 5, 551, 1783,1
2016-08-01, 06:00:00, -32.37, 33.66, 23, 0.06, 19.08, 0.00, 1, 152, 3018,5
2016-08-01, 06:00:00, -26.44, 246.92, 24, 0.05, 22.09, 0.00, 5, 1130, 2401,1
2016-08-01, 06:00:00, -35.31, 246.13, 24, 0.05, 20.90, 0.00, 5, 1105, 2725,1
2016-08-01, 06:00:00, -29.60, 41.22, 24, 0.09, 23.24, 0.00, 2, 349, 247,5
2016-08-01, 06:00:00, 31.01, 219.15, 24, 0.05, 21.32, 0.00, 5, 167, 259,1
2016-08-01, 06:00:00, -36.38, 260.80, 24, 0.05, 22.86, 0.00, 5, 1561, 2735,1
2016-08-01, 06:00:00, 16.52, 310.90, 24, 0.01, 22.15, 0.00, 1, 2195, 235,1
2016-08-01, 06:00:00, 30.83, 219.38, 24, 0.05, 20.47, 0.00, 5, 176, 270,1
2016-08-01, 06:00:00, -15.76, 322.26, 24, 0.05, 21.47, 0.00, 1, 983, 648,1
2016-08-01, 06:00:00, 26.27, 224.08, 24, 0.05, 20.20, 0.00, 5, 355, 521,1
2016-08-01, 06:00:00, -22.62, 106.61, 24, 0.05, 24.53, 0.00, 2, 742, 2386,1
2016-08-01, 06:00:00, -30.95, 258.10, 25, 0.05, 26.39, 0.00, 5, 1478, 2538,1
2016-08-01, 06:00:00, 25.70, 220.13, 25, 0.05, 25.62, 0.00, 5, 205, 495,1
2016-08-01, 06:00:00, -33.22, 249.17, 25, 0.05, 28.83, 0.00, 5, 1201, 2636,1
2016-08-01, 06:00:00, 20.38, 316.77, 25, 0.02, 28.13, 0.00, 1, 2296, 454,1
2016-08-01, 06:00:00, -5.14, 349.30, 25, 0.05, 28.10, 0.00, 1, 1378, 1515,1
2016-08-01, 06:00:00, 24.72, 145.81, 25, 0.05, 28.26, 0.00, 4, 769, 681,1
2016-08-01, 06:00:00, 4.87, 314.45, 25, 0.05, 28.28, 0.00, 1, 1721, 369,1
2016-08-01, 06:00:00, 32.81, 222.37, 25, 0.05, 25.39, 0.00, 5, 291, 233,1
2016-08-01, 06:00:00, 30.08, 221.19, 25, 0.05, 26.15, 0.00, 5, 246, 329,1
2016-08-01, 06:00:00, -34.35, 34.67, 25, 0.08, 28.35, 0.00, 1, 47, 3059,5
2016-08-01, 06:00:00, -9.80, 257.48, 26, 0.02, 39.85, 0.00, 5, 1459, 1840,1
2016-08-01, 06:00:00, -26.50, 105.26, 26, 0.05, 31.74, 0.00, 2, 609, 2340,1
2016-08-01, 06:00:00, 23.58, 216.73, 26, 0.00, 31.18, 0.00, 5, 71, 536,1
2016-08-01, 06:00:00, -32.55, 323.07, 26, 0.05, 35.63, 0.00, 1, 367, 676,1
2016-08-01, 06:00:00, -10.77, 339.30, 26, 0.05, 34.59, 0.00, 1, 1197, 1205,1
2016-08-01, 06:00:00, -20.68, 104.43, 26, 0.05, 39.93, 0.00, 2, 825, 2312,1
2016-08-01, 06:00:00, -30.10, 49.26, 26, 0.05, 38.91, 0.00, 2, 426, 543,1
2016-08-01, 06:00:00, 24.55, 325.63, 26, 0.05, 34.53, 0.00, 1, 2387, 763,1
2016-08-01, 06:00:00, -20.39, 322.72, 26, 0.05, 36.55, 0.00, 1, 819, 664,1
2016-08-01, 06:00:00, 24.68, 325.57, 26, 0.05, 39.22, 0.00, 1, 2392, 761,1
2016-08-01, 06:00:00, -31.40, 254.99, 27, 0.05, 40.13, 0.00, 5, 1382, 2557,1
2016-08-01, 06:00:00, -15.84, 329.27, 27, 0.05, 43.26, 0.00, 1, 1009, 884,1
2016-08-01, 06:00:00, -15.33, 327.16, 27, 0.05, 48.27, 0.00, 1, 1019, 814,1
2016-08-01, 06:00:00, 28.97, 215.97, 27, 0.08, 43.58, 0.00, 5, 40, 292,5
2016-08-01, 06:00:00, -16.31, 330.10, 27, 0.05, 42.39, 0.00, 1, 996, 911,1
2016-08-01, 06:00:00, -15.45, 236.35, 27, 0.05, 40.46, 0.00, 5, 787, 2061,1
2016-08-01, 06:00:00, -8.93, 333.15, 27, 0.05, 41.38, 0.00, 1, 1248, 1010,1
2016-08-01, 06:00:00, -8.59, 335.24, 27, 0.05, 49.53, 0.00, 1, 1262, 1077,1
2016-08-01, 06:00:00, 24.27, 214.89, 27, 0.05, 40.54, 0.00, 4, 3068, 481,1
2016-08-01, 06:00:00, -16.27, 248.85, 27, 0.05, 46.56, 0.00, 5, 1191, 2054,1
2016-08-01, 06:00:00, -2.27, 322.84, 28, 0.05, 57.74, 0.00, 1, 1458, 668,1
2016-08-01, 06:00:00, -31.85, 35.55, 28, 0.05, 163.05, 0.00, 2, 160, 23,1
2016-08-01, 06:00:00, -2.51, 225.70, 28, 0.08, 115.95, 0.00, 5, 415, 1630,5
2016-08-01, 06:00:00, -38.14, 38.27, 28, 0.05, 54.02, 0.00, 6, 2884, 3013,1
2016-08-01, 06:00:00, -10.10, 210.11, 28, 0.05, 140.66, 0.00, 4, 2877, 1944,1
2016-08-01, 06:00:00, 18.52, 310.88, 28, 0.09, 90.35, 0.00, 1, 2276, 234,5
2016-08-01, 06:00:00, -13.12, 231.97, 28, 0.06, 94.93, 0.00, 5, 638, 1997,5
2016-08-01, 06:00:00, 17.58, 316.44, 28, 0.09, 67.63, 0.00, 1, 2192, 442,5
2016-08-01, 06:00:00, -32.07, 52.55, 28, 0.05, 91.81, 0.00, 2, 381, 658,1
2016-08-01, 06:00:00, 25.21, 146.11, 28, 0.05, 62.53, 0.00, 4, 779, 665,1
2016-08-01, 06:00:00, 28.15, 216.93, 29, 0.18, 0.29, 0.00, 5, 79, 344,5
2016-08-01, 06:00:00, 29.83, 214.03, 29, 0.15, 0.26, 0.00, 4, 3033, 255,5
2016-08-01, 06:00:00, 37.41, 303.17, 29, 0.12, 0.38, 0.00, 3, 3017, 129,5
2016-08-01, 06:00:00, -16.87, 160.45, 29, 0.11, 0.36, 0.00, 4, 1241, 2071,5
2016-08-01, 06:00:00, -23.48, 280.42, 29, 0.17, 0.10, 0.00, 5, 2179, 2327,5
2016-08-01, 06:00:00, 12.34, 188.03, 29, 0.19, 0.62, 0.00, 4, 2101, 1134,5
2016-08-01, 06:00:00, 25.98, 163.25, 29, 0.17, 0.06, 0.00, 4, 1328, 703,5
2016-08-01, 06:00:00, 20.34, 322.12, 29, 0.20, 0.60, 0.00, 1, 2256, 643,5
2016-08-01, 06:00:00, -22.03, 91.72, 29, 0.16, 0.73, 0.00, 2, 827, 1900,5
2016-08-01, 06:00:00, -22.43, 35.97, 29, 0.16, 0.05, 0.00, 2, 574, 40,5
2016-08-01, 06:00:00, -3.40, 330.07, 30, 0.19, 2.07, 0.00, 1, 1425, 910,5
2016-08-01, 06:00:00, -10.92, 210.23, 30, 0.18, 1.84, 0.00, 4, 2882, 1978,5
2016-08-01, 06:00:00, -24.07, 12.57, 30, 0.15, 1.77, 0.00, 1, 714, 2250,5
2016-08-01, 06:00:00, -12.35, 167.81, 30, 0.10, 1.20, 0.00, 4, 1469, 1920,5
2016-08-01, 06:00:00, 26.38, 158.88, 30, 0.12, 1.42, 0.00, 4, 1192, 680,5
2016-08-01, 06:00:00, -31.56, 333.93, 30, 0.15, 1.22, 0.00, 1, 477, 1035,5
2016-08-01, 06:00:00, 3.38, 313.54, 30, 0.18, 1.38, 0.00, 1, 1666, 335,5
2016-08-01, 06:00:00, -5.12, 333.65, 30, 0.14, 1.02, 0.00, 1, 1372, 1026,5
2016-08-01, 06:00:00, 43.00, 164.80, 30, 0.13, 1.54, 0.00, 4, 1376, 77,5
2016-08-01, 06:00:00, -1.30, 323.95, 30, 0.14, 1.21, 0.00, 1, 1492, 706,5
2016-08-01, 06:00:00, -30.22, 340.45, 31, 0.12, 2.84, 0.00, 1, 549, 1241,5
2016-08-01, 06:00:00, 8.93, 137.33, 31, 0.10, 2.82, 0.00, 4, 474, 1209,5
2016-08-01, 06:00:00, -22.77, 352.03, 31, 0.10, 3.13, 0.00, 1, 816, 1599,5
2016-08-01, 06:00:00, -9.54, 211.99, 31, 0.15, 3.50, 0.00, 4, 2951, 1932,5
2016-08-01, 06:00:00, -19.25, 73.99, 31, 0.14, 3.70, 0.00, 2, 929, 1351,5
2016-08-01, 06:00:00, 68.61, 357.61, 31, 0.10, 3.48, 0.00, 3, 1445, 868,5
2016-08-01, 06:00:00, -28.36, 262.35, 31, 0.14, 3.47, 0.00, 5, 1609, 2447,5
2016-08-01, 06:00:00, -0.89, 205.03, 31, 0.15, 4.32, 0.00, 4, 2685, 1570,5
2016-08-01, 06:00:00, -24.42, 60.46, 31, 0.18, 3.47, 0.00, 2, 717, 923,5
2016-08-01, 06:00:00, -32.22, 218.92, 31, 0.15, 2.93, 0.00, 5, 158, 2869,5
2016-08-01, 06:00:00, 8.60, 312.03, 32, 0.14, 5.82, 0.00, 1, 1873, 278,5
2016-08-01, 06:00:00, 4.69, 259.66, 32, 0.16, 7.33, 0.00, 5, 1526, 1392,5
2016-08-01, 06:00:00, -10.18, 262.42, 32, 0.18, 5.54, 0.00, 5, 1611, 1852,5
2016-08-01, 06:00:00, -16.88, 222.58, 32, 0.18, 5.25, 0.00, 5, 299, 2195,5
2016-08-01, 06:00:00, -19.75, 58.79, 32, 0.11, 5.56, 0.00, 2, 873, 868,5
2016-08-01, 06:00:00, -9.26, 222.64, 32, 0.18, 5.08, 0.00, 5, 301, 1896,5
2016-08-01, 06:00:00, -12.96, 205.84, 32, 0.16, 6.97, 0.00, 4, 2715, 2031,5
2016-08-01, 06:00:00, 39.10, 322.12, 32, 0.19, 6.37, 0.00, 1, 2975, 643,5
2016-08-01, 06:00:00, -16.35, 331.82, 32, 0.16, 5.40, 0.00, 1, 1000, 967,5
2016-08-01, 06:00:00, -15.69, 3.81, 32, 0.19, 5.95, 0.00, 1, 1033, 1966,5
2016-08-01, 06:00:00, -8.83, 229.80, 33, 0.12, 9.86, 0.00, 5, 562, 1852,5
2016-08-01, 06:00:00, 2.59, 137.49, 33, 0.11, 8.56, 0.00, 4, 480, 1442,5
2016-08-01, 06:00:00, -12.83, 92.10, 33, 0.14, 7.77, 0.00, 2, 1129, 1912,5
2016-08-01, 06:00:00, 36.10, 214.88, 33, 0.12, 9.24, 0.00, 3, 3034, 3039,5
2016-08-01, 06:00:00, 43.76, 226.43, 33, 0.20, 8.11, 0.00, 3, 2913, 2504,5
2016-08-01, 06:00:00, -15.27, 159.62, 33, 0.17, 8.40, 0.00, 4, 1215, 2020,5
2016-08-01, 06:00:00, -42.95, 107.60, 33, 0.18, 9.09, 0.00, 6, 692, 3015,5
2016-08-01, 06:00:00, 0.50, 252.73, 33, 0.14, 8.87, 0.00, 5, 1312, 1521,5
2016-08-01, 06:00:00, -25.56, 321.16, 33, 0.12, 7.67, 0.00, 1, 617, 610,5
2016-08-01, 06:00:00, -19.30, 232.17, 33, 0.13, 7.85, 0.00, 5, 645, 2218,5
2016-08-01, 06:00:00, 3.96, 311.63, 34, 0.13, 11.84, 0.00, 1, 1692, 263,5
2016-08-01, 06:00:00, -17.48, 4.60, 34, 0.10, 11.49, 0.00, 1, 972, 1991,5
2016-08-01, 06:00:00, 28.13, 221.53, 34, 0.16, 12.15, 0.00, 5, 259, 414,5
2016-08-01, 06:00:00, -12.94, 205.82, 34, 0.15, 10.99, 0.00, 4, 2714, 2030,5
2016-08-01, 06:00:00, 16.77, 317.35, 34, 0.20, 10.45, 0.00, 1, 2155, 475,5
2016-08-01, 06:00:00, 69.91, 10.90, 34, 0.12, 11.41, 0.00, 3, 1307, 945,5
