,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ERBE,7.5,4.5,12.9,OCEAN,42.296,42.348,16.033,16.042,82.317,81.987,26.263,26.306,124.613,124.335,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
1,ERBE,7.5,4.5,12.9,OCEAN,42.296,42.348,16.033,16.042,82.317,81.987,26.263,26.306,124.613,124.335,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
2,ERBE,7.5,19.5,12.9,OCEAN,42.246,42.298,16.005,16.014,82.317,81.987,26.241,26.285,124.563,124.284,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
3,ERBE,7.5,19.5,12.9,OCEAN,42.246,42.298,16.005,16.014,82.317,81.987,26.241,26.285,124.563,124.284,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
4,ERBE,7.5,45.0,12.9,OCEAN,41.919,41.971,15.835,15.844,82.317,81.987,26.084,26.127,124.235,123.957,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
5,ERBE,7.5,45.0,12.9,OCEAN,41.919,41.971,15.835,15.844,82.317,81.987,26.084,26.127,124.235,123.957,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
6,ERBE,7.5,75.0,12.9,OCEAN,41.629,41.682,15.685,15.694,82.317,81.988,25.944,25.988,123.946,123.669,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
7,ERBE,7.5,75.0,12.9,OCEAN,41.629,41.682,15.685,15.694,82.317,81.988,25.944,25.988,123.946,123.669,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
8,ERBE,7.5,105.0,12.9,OCEAN,41.313,41.367,15.532,15.541,82.320,81.991,25.781,25.826,123.633,123.357,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
9,ERBE,7.5,105.0,12.9,OCEAN,41.313,41.367,15.532,15.541,82.320,81.991,25.781,25.826,123.633,123.357,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
10,ERBE,7.5,135.0,12.9,OCEAN,41.584,41.639,15.741,15.750,82.325,81.995,25.843,25.889,123.909,123.633,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
11,ERBE,7.5,135.0,12.9,OCEAN,41.584,41.639,15.741,15.750,82.325,81.995,25.843,25.889,123.909,123.633,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
12,ERBE,7.5,160.5,12.9,OCEAN,42.313,42.368,16.236,16.245,82.328,81.998,26.078,26.123,124.641,124.365,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
13,ERBE,7.5,160.5,12.9,OCEAN,42.313,42.368,16.236,16.245,82.328,81.998,26.078,26.123,124.641,124.365,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
14,ERBE,7.5,175.5,12.9,OCEAN,42.822,42.877,16.600,16.610,82.328,81.998,26.221,26.267,125.150,124.874,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
15,ERBE,7.5,175.5,12.9,OCEAN,42.822,42.877,16.600,16.610,82.328,81.998,26.221,26.267,125.150,124.874,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
16,ERBE,21.0,4.5,12.9,OCEAN,43.841,43.890,16.994,17.003,81.556,81.233,26.847,26.887,125.397,125.122,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
17,ERBE,21.0,4.5,12.9,OCEAN,43.841,43.890,16.994,17.003,81.556,81.233,26.847,26.887,125.397,125.122,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
18,ERBE,21.0,19.5,12.9,OCEAN,43.511,43.561,16.782,16.792,81.556,81.233,26.729,26.769,125.067,124.793,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
19,ERBE,21.0,19.5,12.9,OCEAN,43.511,43.561,16.782,16.792,81.556,81.233,26.729,26.769,125.067,124.793,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
20,ERBE,21.0,45.0,12.9,OCEAN,42.485,42.535,16.228,16.237,81.556,81.234,26.257,26.299,124.041,123.768,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
21,ERBE,21.0,45.0,12.9,OCEAN,42.485,42.535,16.228,16.237,81.556,81.234,26.257,26.299,124.041,123.768,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
22,ERBE,21.0,75.0,12.9,OCEAN,41.201,41.253,15.511,15.520,81.558,81.235,25.689,25.733,122.758,122.487,31.746,31.761,16.899,16.905,402.469,19390113388512460295984285491839526502400000000.000,14.848,14.857,434.215,19440042515104131198460234744541306945536000000.000
