,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ERBE,7.5,4.5,12.9,OCEAN,36.175,36.229,12.043,12.050,94.417,93.979,24.133,24.179,130.592,130.207,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
1,ERBE,7.5,4.5,12.9,OCEAN,36.175,36.229,12.043,12.050,94.417,93.979,24.133,24.179,130.592,130.207,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
2,ERBE,7.5,19.5,12.9,OCEAN,36.182,36.236,12.032,12.040,94.417,93.979,24.150,24.196,130.599,130.214,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
3,ERBE,7.5,19.5,12.9,OCEAN,36.182,36.236,12.032,12.040,94.417,93.979,24.150,24.196,130.599,130.214,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
4,ERBE,7.5,45.0,12.9,OCEAN,36.141,36.195,11.961,11.968,94.417,93.979,24.180,24.227,130.557,130.173,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
5,ERBE,7.5,45.0,12.9,OCEAN,36.141,36.195,11.961,11.968,94.417,93.979,24.180,24.227,130.557,130.173,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
6,ERBE,7.5,75.0,12.9,OCEAN,36.215,36.270,11.915,11.922,94.417,93.979,24.301,24.348,130.632,130.248,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
7,ERBE,7.5,75.0,12.9,OCEAN,36.215,36.270,11.915,11.922,94.417,93.979,24.301,24.348,130.632,130.248,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
8,ERBE,7.5,105.0,12.9,OCEAN,36.218,36.274,11.845,11.852,94.418,93.980,24.373,24.422,130.636,130.253,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
9,ERBE,7.5,105.0,12.9,OCEAN,36.218,36.274,11.845,11.852,94.418,93.980,24.373,24.422,130.636,130.253,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
10,ERBE,7.5,135.0,12.9,OCEAN,36.611,36.667,12.005,12.012,94.420,93.982,24.606,24.655,131.031,130.648,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
11,ERBE,7.5,135.0,12.9,OCEAN,36.611,36.667,12.005,12.012,94.420,93.982,24.606,24.655,131.031,130.648,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
12,ERBE,7.5,160.5,12.9,OCEAN,37.357,37.413,12.391,12.399,94.421,93.984,24.966,25.014,131.778,131.395,32.294,32.309,17.621,17.626,454.867,19390113388512460295984285491839526502400000000.000,14.673,14.683,487.161,19440042515104131198460234744541306945536000000.000
