,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ERBE,7.5,4.5,12.9,OCEAN,57.304,57.355,23.581,23.595,84.572,84.145,33.723,33.760,141.876,141.499,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
1,ERBE,7.5,4.5,12.9,OCEAN,57.304,57.355,23.581,23.595,84.572,84.145,33.723,33.760,141.876,141.499,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
2,ERBE,7.5,19.5,12.9,OCEAN,57.275,57.326,23.563,23.576,84.572,84.145,33.712,33.749,141.846,141.470,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
3,ERBE,7.5,19.5,12.9,OCEAN,57.275,57.326,23.563,23.576,84.572,84.145,33.712,33.749,141.846,141.470,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
4,ERBE,7.5,45.0,12.9,OCEAN,57.005,57.056,23.428,23.441,84.572,84.145,33.577,33.615,141.576,141.201,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
5,ERBE,7.5,45.0,12.9,OCEAN,57.005,57.056,23.428,23.441,84.572,84.145,33.577,33.615,141.576,141.201,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
6,ERBE,7.5,75.0,12.9,OCEAN,56.835,56.887,23.347,23.361,84.572,84.146,33.488,33.527,141.408,141.032,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
7,ERBE,7.5,75.0,12.9,OCEAN,56.835,56.887,23.347,23.361,84.572,84.146,33.488,33.527,141.408,141.032,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
8,ERBE,7.5,105.0,12.9,OCEAN,56.618,56.671,23.256,23.269,84.574,84.148,33.362,33.401,141.193,140.818,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
9,ERBE,7.5,105.0,12.9,OCEAN,56.618,56.671,23.256,23.269,84.574,84.148,33.362,33.401,141.193,140.818,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
10,ERBE,7.5,135.0,12.9,OCEAN,56.907,56.960,23.488,23.501,84.578,84.151,33.419,33.459,141.485,141.110,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
11,ERBE,7.5,135.0,12.9,OCEAN,56.907,56.960,23.488,23.501,84.578,84.151,33.419,33.459,141.485,141.110,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
12,ERBE,7.5,160.5,12.9,OCEAN,57.551,57.604,23.942,23.956,84.581,84.154,33.608,33.648,142.131,141.757,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
13,ERBE,7.5,160.5,12.9,OCEAN,57.551,57.604,23.942,23.956,84.581,84.154,33.608,33.648,142.131,141.757,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
14,ERBE,7.5,175.5,12.9,OCEAN,58.032,58.085,24.292,24.305,84.581,84.154,33.740,33.779,142.613,142.238,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
15,ERBE,7.5,175.5,12.9,OCEAN,58.032,58.085,24.292,24.305,84.581,84.154,33.740,33.779,142.613,142.238,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
16,ERBE,21.0,4.5,12.9,OCEAN,60.246,60.294,25.167,25.181,83.704,83.287,35.079,35.113,143.950,143.580,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
17,ERBE,21.0,4.5,12.9,OCEAN,60.246,60.294,25.167,25.181,83.704,83.287,35.079,35.113,143.950,143.580,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
18,ERBE,21.0,19.5,12.9,OCEAN,59.999,60.048,24.990,25.005,83.704,83.287,35.009,35.043,143.703,143.334,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
19,ERBE,21.0,19.5,12.9,OCEAN,59.999,60.048,24.990,25.005,83.704,83.287,35.009,35.043,143.703,143.334,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
20,ERBE,21.0,45.0,12.9,OCEAN,59.286,59.336,24.591,24.605,83.705,83.287,34.695,34.731,142.991,142.622,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
21,ERBE,21.0,45.0,12.9,OCEAN,59.286,59.336,24.591,24.605,83.705,83.287,34.695,34.731,142.991,142.622,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
22,ERBE,21.0,75.0,12.9,OCEAN,58.393,58.445,24.086,24.100,83.706,83.288,34.307,34.345,142.099,141.732,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
23,ERBE,21.0,75.0,12.9,OCEAN,58.393,58.445,24.086,24.100,83.706,83.288,34.307,34.345,142.099,141.732,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
24,ERBE,21.0,105.0,12.9,OCEAN,57.602,57.655,23.607,23.620,83.705,83.288,33.995,34.035,141.307,140.941,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
25,ERBE,21.0,105.0,12.9,OCEAN,57.602,57.655,23.607,23.620,83.705,83.288,33.995,34.035,141.307,140.941,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
26,ERBE,21.0,135.0,12.9,OCEAN,57.312,57.367,23.396,23.409,83.706,83.289,33.916,33.957,141.019,140.655,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
27,ERBE,21.0,135.0,12.9,OCEAN,57.312,57.367,23.396,23.409,83.706,83.289,33.916,33.957,141.019,140.655,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
28,ERBE,21.0,160.5,12.9,OCEAN,57.581,57.637,23.624,23.637,83.711,83.293,33.957,33.999,141.292,140.929,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
29,ERBE,21.0,160.5,12.9,OCEAN,57.581,57.637,23.624,23.637,83.711,83.293,33.957,33.999,141.292,140.929,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
30,ERBE,21.0,175.5,12.9,OCEAN,57.804,57.859,23.781,23.794,83.713,83.295,34.023,34.065,141.516,141.153,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
31,ERBE,21.0,175.5,12.9,OCEAN,57.804,57.859,23.781,23.794,83.713,83.295,34.023,34.065,141.516,141.153,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
32,ERBE,33.0,4.5,12.9,OCEAN,59.383,59.430,24.875,24.889,82.159,81.760,34.508,34.540,141.543,141.189,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
33,ERBE,33.0,4.5,12.9,OCEAN,59.383,59.430,24.875,24.889,82.159,81.760,34.508,34.540,141.543,141.189,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
34,ERBE,33.0,19.5,12.9,OCEAN,59.536,59.583,25.005,25.019,82.160,81.760,34.531,34.563,141.696,141.342,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
35,ERBE,33.0,19.5,12.9,OCEAN,59.536,59.583,25.005,25.019,82.160,81.760,34.531,34.563,141.696,141.342,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
36,ERBE,33.0,45.0,12.9,OCEAN,61.424,61.472,26.059,26.073,82.161,81.761,35.366,35.398,143.585,143.232,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
37,ERBE,33.0,45.0,12.9,OCEAN,61.424,61.472,26.059,26.073,82.161,81.761,35.366,35.398,143.585,143.232,31.016,31.028,16.952,16.956,460.767,19390113388512460295984285491839526502400000000.000,14.064,14.072,491.783,19440042515104131198460234744541306945536000000.000
