,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ERBE,7.5,4.5,12.9,BRIGHT_DESERT,82.280,82.272,45.958,45.979,90.657,90.475,36.321,36.293,172.936,172.746,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
1,ERBE,7.5,4.5,12.9,BRIGHT_DESERT,82.280,82.272,45.958,45.979,90.657,90.475,36.321,36.293,172.936,172.746,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
2,ERBE,7.5,19.5,12.9,BRIGHT_DESERT,82.399,82.392,46.006,46.027,90.657,90.475,36.393,36.365,173.056,172.866,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
3,ERBE,7.5,19.5,12.9,BRIGHT_DESERT,82.399,82.392,46.006,46.027,90.657,90.475,36.393,36.365,173.056,172.866,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
4,ERBE,7.5,45.0,12.9,BRIGHT_DESERT,82.972,82.965,46.241,46.262,90.657,90.475,36.731,36.703,173.629,173.439,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
5,ERBE,7.5,45.0,12.9,BRIGHT_DESERT,82.972,82.965,46.241,46.262,90.657,90.475,36.731,36.703,173.629,173.439,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
6,ERBE,7.5,75.0,12.9,BRIGHT_DESERT,83.782,83.775,46.605,46.627,90.657,90.476,37.177,37.149,174.439,174.249,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
7,ERBE,7.5,75.0,12.9,BRIGHT_DESERT,83.782,83.775,46.605,46.627,90.657,90.476,37.177,37.149,174.439,174.249,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
8,ERBE,7.5,105.0,12.9,BRIGHT_DESERT,85.139,85.133,47.295,47.317,90.657,90.476,37.844,37.816,175.797,175.607,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
9,ERBE,7.5,105.0,12.9,BRIGHT_DESERT,85.139,85.133,47.295,47.317,90.657,90.476,37.844,37.816,175.797,175.607,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
10,ERBE,7.5,135.0,12.9,BRIGHT_DESERT,87.497,87.490,48.649,48.672,90.657,90.475,38.848,38.818,178.153,177.963,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
11,ERBE,7.5,135.0,12.9,BRIGHT_DESERT,87.497,87.490,48.649,48.672,90.657,90.475,38.848,38.818,178.153,177.963,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
12,ERBE,7.5,160.5,12.9,BRIGHT_DESERT,89.795,89.788,49.962,49.985,90.657,90.475,39.834,39.803,180.452,180.261,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
13,ERBE,7.5,160.5,12.9,BRIGHT_DESERT,89.795,89.788,49.962,49.985,90.657,90.475,39.834,39.803,180.452,180.261,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
14,ERBE,7.5,175.5,12.9,BRIGHT_DESERT,90.686,90.678,50.467,50.491,90.657,90.475,40.219,40.187,181.343,181.152,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
15,ERBE,7.5,175.5,12.9,BRIGHT_DESERT,90.686,90.678,50.467,50.491,90.657,90.475,40.219,40.187,181.343,181.152,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
16,ERBE,21.0,4.5,12.9,BRIGHT_DESERT,78.955,78.946,44.414,44.433,89.907,89.727,34.541,34.513,168.862,168.671,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
17,ERBE,21.0,4.5,12.9,BRIGHT_DESERT,78.955,78.946,44.414,44.433,89.907,89.727,34.541,34.513,168.862,168.671,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
18,ERBE,21.0,19.5,12.9,BRIGHT_DESERT,79.008,79.000,44.438,44.458,89.907,89.727,34.570,34.542,168.915,168.725,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
19,ERBE,21.0,19.5,12.9,BRIGHT_DESERT,79.008,79.000,44.438,44.458,89.907,89.727,34.570,34.542,168.915,168.725,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
20,ERBE,21.0,45.0,12.9,BRIGHT_DESERT,79.321,79.313,44.594,44.614,89.907,89.727,34.727,34.699,169.229,169.039,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
21,ERBE,21.0,45.0,12.9,BRIGHT_DESERT,79.321,79.313,44.594,44.614,89.907,89.727,34.727,34.699,169.229,169.039,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
22,ERBE,21.0,75.0,12.9,BRIGHT_DESERT,80.512,80.505,45.076,45.096,89.908,89.727,35.436,35.409,170.420,170.231,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
23,ERBE,21.0,75.0,12.9,BRIGHT_DESERT,80.512,80.505,45.076,45.096,89.908,89.727,35.436,35.409,170.420,170.231,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
24,ERBE,21.0,105.0,12.9,BRIGHT_DESERT,82.980,82.974,46.108,46.129,89.909,89.728,36.872,36.844,172.889,172.700,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
25,ERBE,21.0,105.0,12.9,BRIGHT_DESERT,82.980,82.974,46.108,46.129,89.909,89.728,36.872,36.844,172.889,172.700,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
26,ERBE,21.0,135.0,12.9,BRIGHT_DESERT,85.568,85.562,47.229,47.251,89.909,89.729,38.339,38.311,175.477,175.289,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
27,ERBE,21.0,135.0,12.9,BRIGHT_DESERT,85.568,85.562,47.229,47.251,89.909,89.729,38.339,38.311,175.477,175.289,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
28,ERBE,21.0,160.5,12.9,BRIGHT_DESERT,88.439,88.433,48.847,48.870,89.909,89.728,39.592,39.563,178.348,178.160,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
29,ERBE,21.0,160.5,12.9,BRIGHT_DESERT,88.439,88.433,48.847,48.870,89.909,89.728,39.592,39.563,178.348,178.160,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
30,ERBE,21.0,175.5,12.9,BRIGHT_DESERT,89.634,89.627,49.539,49.562,89.909,89.728,40.095,40.066,179.543,179.354,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
31,ERBE,21.0,175.5,12.9,BRIGHT_DESERT,89.634,89.627,49.539,49.562,89.909,89.728,40.095,40.066,179.543,179.354,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
32,ERBE,33.0,4.5,12.9,BRIGHT_DESERT,77.011,77.001,43.404,43.423,88.550,88.372,33.607,33.578,165.561,165.372,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
33,ERBE,33.0,4.5,12.9,BRIGHT_DESERT,77.011,77.001,43.404,43.423,88.550,88.372,33.607,33.578,165.561,165.372,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
34,ERBE,33.0,19.5,12.9,BRIGHT_DESERT,77.143,77.133,43.461,43.480,88.550,88.372,33.682,33.652,165.692,165.504,188.527,188.476,125.827,125.878,451.121,19390113388512460295984285491839526502400000000.000,62.700,62.598,639.647,19440042515104131198460234744541306945536000000.000
